Date,Open,High,Low,Close,Volume
20240628 01:00:00,39080.0,39080.0,39080.0,39080.0,1
20240628 01:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 01:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 01:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 02:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 02:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 02:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 02:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 03:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 03:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 03:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 03:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 04:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 04:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 04:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 04:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 05:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 05:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 05:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 05:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 08:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 09:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 09:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 09:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 09:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 10:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 10:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 10:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 10:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 11:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 11:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 11:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 11:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 12:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 12:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 12:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 12:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 13:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 13:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 13:30:00,39080.0,39080.0,39080.0,39080.0,0
20240628 13:45:00,39080.0,39080.0,39080.0,39080.0,0
20240628 14:00:00,39080.0,39080.0,39080.0,39080.0,0
20240628 14:15:00,39080.0,39080.0,39080.0,39080.0,0
20240628 14:30:00,39080.0,39080.0,39080.0,39080.0,0
